"ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Platform_SPOTID","Gene.symbol","Gene.title"
"227835_at",8.95294953521552e-10,3.8808395790509e-12,8.14598671247286,17.3371251259535,1.46142029749102,"T86830","","LOC389831","uncharacterized LOC389831"
"228562_at",9.92232875206907e-10,4.31918471512106e-12,8.12241863766825,17.2332567268785,1.54313606856363,"N29918","","ZBTB10","zinc finger and BTB domain containing 10"
"213092_x_at",1.0070131952654e-09,4.40600709460263e-12,-8.11803499730456,17.213939844337,-0.847015136448086,"AW241779","","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9"
"219442_at",1.0070131952654e-09,4.42035970486868e-12,-8.11731865040533,17.210783278219,-1.15930239802108,"","","CLUHP3","clustered mitochondria homolog pseudogene 3"
"228990_at",1.03326960323514e-09,4.55451256295689e-12,-8.11073308930779,17.1817651775125,-1.43082469651913,"AI339426","","SNORA16A///SNORA61///SNORA44///SNHG12","small nucleolar RNA, H/ACA box 16A///small nucleolar RNA, H/ACA box 61///small nucleolar RNA, H/ACA box 44///small nucleolar RNA host gene 12"
"202868_s_at",1.05549604845608e-09,4.67178863697068e-12,-8.10513269415116,17.1570894971193,-0.73835288536378,"NM_006627","","POP4","POP4 homolog, ribonuclease P/MRP subunit"
"202532_s_at",1.08458034436848e-09,4.82035708608212e-12,-8.09823606689305,17.1267044066247,-1.51748953593521,"BC000192","","DHFR","dihydrofolate reductase"
"201803_at",1.09497747860583e-09,4.89025663613131e-12,-8.09506434499272,17.1127311644193,-0.444744761986732,"NM_000938","","POLR2B","RNA polymerase II subunit B"
"204128_s_at",1.09497747860583e-09,4.90662061743812e-12,-8.09432835868953,17.1094887886417,-1.53778169283529,"NM_002915","","RFC3","replication factor C subunit 3"
"204768_s_at",1.11447694028324e-09,5.01438184379838e-12,-8.08954201809007,17.0884032265526,-1.85888993335363,"NM_004111","","FEN1","flap structure-specific endonuclease 1"
"225313_at",1.12785749085892e-09,5.09521353895113e-12,-8.08601868132414,17.0728823036754,-1.02964410602498,"AI627538","","FAM217B","family with sequence similarity 217 member B"
"204023_at",1.15796306738116e-09,5.25239763530917e-12,-8.07932414488365,17.0433932165081,-0.967254323897738,"NM_002916","","RFC4","replication factor C subunit 4"
"228003_at",1.16008796541217e-09,5.2832538342502e-12,8.07803346700416,17.0377080794793,1.32605370781264,"AW294640","","RAB30","RAB30, member RAS oncogene family"
"228770_at",1.19352842521453e-09,5.45737734437372e-12,8.07088818536075,17.0062361396304,1.55970618708197,"BE645027","","GPR146","G protein-coupled receptor 146"
